id;product_id;rank;title
9931;5395;4;
9932;5395;5;
9933;5395;6;
9934;5526;1;
9935;5526;2;
9936;4742;2;
9937;4742;3;
9938;4848;1;
9939;4848;2;
9941;5199;1;
9942;5199;2;
9943;5200;1;
9944;5200;2;
9945;5203;1;
9946;5203;2;
9947;5198;1;
9948;5198;2;
9949;5201;1;
9950;5201;2;
9952;5202;2;
9953;5202;1;
9954;5243;NULL_VALUE;
9955;5244;NULL_VALUE;
9957;5269;NULL_VALUE;
9958;5245;NULL_VALUE;
9960;5246;NULL_VALUE;
9961;5527;1;
9962;5527;2;
9963;5527;3;
9964;5527;4;
9965;5247;NULL_VALUE;
9966;5422;3;
9967;5248;NULL_VALUE;
9968;5249;NULL_VALUE;
9970;5250;NULL_VALUE;
9972;5264;1;
9973;5264;2;
9974;5528;1;
9975;5528;2;
9976;5265;1;
9977;5265;2;
9978;5266;1;
9979;5266;2;
9980;5268;1;
9981;5268;2;
9982;5267;1;
9983;5267;2;
9984;5240;NULL_VALUE;
9985;5251;NULL_VALUE;
9986;5270;NULL_VALUE;
9988;5252;NULL_VALUE;
9989;5253;NULL_VALUE;
9990;5241;NULL_VALUE;
9991;5254;NULL_VALUE;
9992;5529;1;
9993;5529;2;
9994;5529;3;
9995;4746;1;
9996;4746;2;
9997;4746;3;
9998;5171;NULL_VALUE;
9999;5255;NULL_VALUE;
10000;5256;NULL_VALUE;
10001;5257;NULL_VALUE;
10002;5258;NULL_VALUE;
10003;5271;NULL_VALUE;
10004;5259;NULL_VALUE;
10005;5260;NULL_VALUE;
10006;5261;NULL_VALUE;
10007;5262;NULL_VALUE;
10008;5238;NULL_VALUE;
10009;5263;NULL_VALUE;
10010;5276;NULL_VALUE;
10011;5272;NULL_VALUE;
10012;5274;NULL_VALUE;
10013;5169;NULL_VALUE;
10014;5275;NULL_VALUE;
10015;5168;NULL_VALUE;
10016;5170;NULL_VALUE;
10018;5239;NULL_VALUE;
10019;5167;NULL_VALUE;
10020;5192;NULL_VALUE;
10021;5193;NULL_VALUE;
10024;5172;NULL_VALUE;
10025;5277;NULL_VALUE;
10026;5530;1;
10027;5530;2;
10028;5530;3;
10030;5080;2;
10032;4767;1;
10033;5384;1;
10034;5384;2;
10035;5160;1;
10036;5160;2;
10037;5161;1;
10038;5161;2;
10039;5161;3;
10040;5161;4;
10041;5342;1;
10042;5342;2;
10043;5342;3;
10045;5341;2;
10046;5341;1;
10049;5340;3;
10052;5340;1;
10053;5340;2;
10055;5159;1;
10056;5159;2;
10057;5159;3;
10059;5158;2;
10060;5158;3;
10061;5158;4;
10062;5158;1;
10063;5354;1;
10064;5354;2;
10065;5354;3;
10066;5358;1;
10067;5358;2;
10068;5358;3;
10070;5110;2;
10071;5110;1;
10073;5119;2;
10074;5119;3;
10075;5119;4;
10076;5119;1;
10077;5118;1;
10078;5118;2;
10079;5118;3;
10080;5118;4;
10081;5117;1;
10082;5117;2;
10083;5083;1;
10084;5083;2;
10086;5467;2;
10087;5467;3;
10089;5467;1;
10090;5082;1;
10091;5082;2;
10092;5084;1;
10093;5084;2;
10094;5084;3;
10095;5084;4;
10096;5082;3;
10097;5085;1;
10098;5085;2;
10099;5085;3;
10101;5364;1;
10102;5364;2;
10103;5364;3;
10104;5425;1;
10105;5425;2;
10106;5425;3;
10107;5425;4;
10108;5425;5;
10109;5357;1;
10110;5357;2;
10111;5357;3;
10112;5357;4;
10113;5086;1;
10114;5086;2;
10116;5362;2;
10117;5362;1;
10118;5116;1;
10119;5116;2;
10121;5115;1;
10122;5115;2;
10124;5113;2;
10125;5113;3;
10127;5113;1;
10128;5111;1;
10129;5111;2;
10130;5442;1;
10131;5442;2;
10132;5442;3;
10133;5442;4;
10134;5114;1;
10135;5114;2;
10136;5114;3;
10137;5114;4;
10139;5109;2;
10140;5109;3;
10141;5109;4;
10142;5109;1;
10143;5370;1;
10144;5370;2;
10145;5370;3;
10146;5107;1;
10147;5107;2;
10149;5107;3;
10150;5112;1;
10151;5112;2;
10152;5112;3;
10153;5350;1;
10154;5350;2;
10156;5108;2;
10157;5108;3;
