id;product_id;value_id;price;default;note;rank;use_product_specific_note;use_product_specific_rank;use_product_specific_price;use_product_specific_image;optional
360;4792;47;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
361;4792;35;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
362;4792;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
363;4792;37;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
364;4793;47;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
365;4793;34;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
366;4793;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
367;4793;37;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
368;4794;47;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
369;4794;35;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
370;4794;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
371;4794;37;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
372;4795;47;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
373;4795;34;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
374;4795;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
375;4795;37;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
376;4796;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
377;4796;76;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
378;4796;47;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
379;4796;34;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
380;4796;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
381;4796;37;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
382;4797;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
383;4797;76;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
384;4797;47;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
385;4798;47;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
386;4798;34;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
387;4798;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
388;4798;37;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
389;4799;47;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
390;4799;34;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
391;4799;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
392;4799;37;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
393;4800;47;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
394;4800;34;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
395;4800;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
396;4800;37;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
397;4801;47;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
398;4801;34;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
399;4801;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
400;4801;37;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
401;4802;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
402;4802;15;0,00;0;"=""VÝPRODEJ""";NULL_VALUE;0;0;0;0;1
403;4802;47;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
404;4802;34;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
405;4802;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
406;4802;37;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
407;4803;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
408;4803;15;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
409;4803;47;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
410;4803;34;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
411;4803;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
412;4803;37;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
413;4804;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
414;4804;71;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
415;4805;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
416;4805;71;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
