id;h1;link;meta_keywords;meta_description;original_code;own_code;ean_code;vat_id;base_price;common_retail_price;shopping_price;discount;discount_type;stocked_items;minimal_count;product_availability_id;availability_description;guarantee;guarantee_unit;short_description;main_description;homepage;sale;recommended;show;supplier_id;producer_id;configuration_parameter_group_id;name;is_vat_included;facebook;social_plugin;new_product;discount_since;discount_to;show_top_category_description;show_2nd_top_category_description;show_3rd_top_category_description;max_cpc;toll_free;price_per_descriptive_parameter_id;meta_title;feed_name;categories;relatedProducts
4851;Okrasný šroub skleněných tabulí ø25x25 mm;okrasny-sroub-sklenenych-tabuli-25x25-mm;;;;52736bb00df5c;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Okrasný šroub skleněných tabulí ø25x25 mm;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Okrasný šroub skleněných tabulí ø25x25 mm;Okrasný šroub skleněných tabulí ø25x25 mm;24;
4852;Okrasný šroub skleněných tabulí ø25x20 mm;okrasny-sroub-sklenenych-tabuli-25x20-mm;;;;52736ca562891;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Okrasný šroub skleněných tabulí ø25x20 mm;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Okrasný šroub skleněných tabulí ø25x20 mm;Okrasný šroub skleněných tabulí ø25x20 mm;24;
4853;Okrasný šroub skleněných tabulí ø30x20 mm;okrasny-sroub-sklenenych-tabuli-30x20-mm;;;;52736cf7655f3;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Okrasný šroub skleněných tabulí ø30x20 mm;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Okrasný šroub skleněných tabulí ø30x20 mm;Okrasný šroub skleněných tabulí ø30x20 mm;24;
4854;Plastový příchyt dveřních skel a zrcadel;plastovy-prichyt-dvernich-skel-a-zrcadel;;;;2205200;;5;2,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Plastový příchyt dveřních skel a zrcadel;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Plastový příchyt dveřních skel a zrcadel;Plastový příchyt dveřních skel a zrcadel;24;
4855;Podpěra skleněných polic transparentní;podpera-sklenenych-polic-transparentni;;;;2202080;;5;1,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic transparentní;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic transparentní;Podpěra skleněných polic transparentní;20;
4856;Podpěra skleněných polic Crystal;podpera-sklenenych-polic-crystal;;;;2202037;;5;1,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic Crystal;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic Crystal;Podpěra skleněných polic Crystal;20;
4857;Podpěra skleněných polic Parrot;podpera-sklenenych-polic-parrot;;;;2202456;;5;17,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic Parrot;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic Parrot;Podpěra skleněných polic Parrot;20;
4858;Podpěra skleněných polic s dvěma kroužky;podpera-sklenenych-polic-s-dvema-krouzky;;;;2202200;;5;4,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic s dvěma kroužky;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic s dvěma kroužky;Podpěra skleněných polic s dvěma kroužky;20;
4859;Podpěra skleněných polic typ 213 ;podpera-sklenenych-polic-typ-213;;;;2202240;;5;3,50;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic typ 213 ;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic typ 213 ;Podpěra skleněných polic typ 213 ;20;
4860;Podpěra skleněných polic dvojitá;podpera-sklenenych-polic-dvojita;;;;2202116;;5;55,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Dvojitá podpěra skleněných polic je hlavně určena pro boxy se skleněnými boky.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic dvojitá;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic dvojitá;Podpěra skleněných polic dvojitá;20;
4861;Podpěra skleněných polic jednoduchá;podpera-sklenenych-polic-jednoducha;;;;2202115;;5;44,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Jednoduchá podpěra skleněných polic je hlavně určena pro boxy se skleněnými boky.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic jednoduchá;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic jednoduchá;Podpěra skleněných polic jednoduchá;20;
4862;Podpěra skleněných polic válcová I;podpera-sklenenych-polic-valcova-i;;;;2202210;;5;27,00;0,00;0,00;12,00;0;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic válcová I;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic válcová I;Podpěra skleněných polic válcová I;20,39;
4863;Podpěra skleněných polic válcová II;podpera-sklenenych-polic-valcova-ii;;;;2202220;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic válcová II;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic válcová II;Podpěra skleněných polic válcová II;20;
4864;Podpěra skleněných polic čtvercová;podpera-sklenenych-polic-ctvercova;;;;5277660210927;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic čtvercová;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic čtvercová;Podpěra skleněných polic čtvercová;20;
4865;Podpěra skleněných polic čtvercová Strong;podpera-sklenenych-polic-ctvercova-strong;;;;527766ec02b7b;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic čtvercová Strong;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic čtvercová Strong;Podpěra skleněných polic čtvercová Strong;20;
4866;Podpěra skleněných polic čtvercová XL;podpera-sklenenych-polic-ctvercova-xl;;;;5277676e903c8;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;8;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic čtvercová XL;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic čtvercová XL;Podpěra skleněných polic čtvercová XL;20;
4867;Podpěra skleněných polic půlměsíc;podpera-sklenenych-polic-pulmesic;;;;533955f27cd7d;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic půlměsíc;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic půlměsíc;Podpěra skleněných polic půlměsíc;20;
4868;Podpěra skleněných polic půlměsíc  Strong;podpera-sklenenych-polic-pulmesic-strong;;;;527769f8d9e58;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic půlměsíc  Strong;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic půlměsíc  Strong;Podpěra skleněných polic půlměsíc  Strong;20;
4869;Podpěra skleněných polic  Mus;podpera-sklenenych-polic-mus;;;;52776a6d71dfb;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic  Mus;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic  Mus;Podpěra skleněných polic  Mus;20;
4870;Podpěra skleněných polic válcová;podpera-sklenenych-polic-valcova;;;;52776af2b3cee;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic válcová;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic válcová;Podpěra skleněných polic válcová;20;
4871;Podpěra skleněných polic Recta malá;podpera-sklenenych-polic-recta-mala;;;;2202590;;5;51,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;10;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic Recta malá;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic Recta malá;Podpěra skleněných polic Recta malá;20;
4872;Podpěra skleněných polic Recta velká;podpera-sklenenych-polic-recta-velka;;;;2202595;;5;83,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Podpěra skleněných polic Recta velká;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Podpěra skleněných polic Recta velká;Podpěra skleněných polic Recta velká;20;
4873;Držák skleněných tabulí č.31 - Flat - velký ;drzak-sklenenych-tabuli-c31-flat-velky;;;;52789f87cf08b;;5;0,00;0,00;0,00;0,00;0;NULL_VALUE;0,00;7;;2;years;;<p> 	Držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech s uchycením pro rovné sloupky.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí č.31 - Flat - velký ;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí č.31 - Flat - velký ;Držák skleněných tabulí č.31 - Flat - velký ;22;
4874;Držák skleněných tabulí č.31 - Flat - střední;drzak-sklenenych-tabuli-c31-flat-stredni;;;;2210161;;5;190,00;0,00;0,00;0,00;0;NULL_VALUE;0,00;7;;2;years;;<p> 	Držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech s uchycením pro rovné sloupky.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí č.31 - Flat - střední;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí č.31 - Flat - střední;Držák skleněných tabulí č.31 - Flat - střední;22;
4875;Držák skleněných tabulí č.31 - Flat - malý;drzak-sklenenych-tabuli-c31-flat-maly;;;;2210165;;5;59,00;0,00;0,00;0,00;0;NULL_VALUE;0,00;7;;2;years;;<p> 	Držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech s uchycením pro rovné sloupky.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí č.31 - Flat - malý;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí č.31 - Flat - malý;Držák skleněných tabulí č.31 - Flat - malý;22;
4876;Držák skleněných tabulí č.31 - Tube ø45 mm - velký;drzak-sklenenych-tabuli-c31-tube-45-mm-velky;;;;2210170;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech s uchycením pro trubkový sloupek o ø45mm.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí č.31 - Tube ø45 mm - velký;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí č.31 - Tube ø45 mm - velký;Držák skleněných tabulí č.31 - Tube ø45 mm - velký;22;
4877;Držák skleněných tabulí č.31 - Tube ø38 mm - střední;drzak-sklenenych-tabuli-c31-tube-38-mm-stredni;;;;2210176;;5;228,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech s uchycením pro trubkový sloupek o ø38mm.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí č.31 - Tube ø38 mm - střední;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí č.31 - Tube ø38 mm - střední;Držák skleněných tabulí č.31 - Tube ø38 mm - střední;22;
4878;Držák skleněných tabulí - čtvercový - Flat;drzak-sklenenych-tabuli-ctvercovy-flat;;;;2210200;;5;319,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;10;;2;years;;<p> 	Nerezový držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech i exteriérech s uchycením pro rovné sloupky. <strong>Vyroben z nerez oceli 316</strong>.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí - čtvercový - Flat;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí - čtvercový - Flat;Držák skleněných tabulí - čtvercový - Flat;22;
4879;Držák skleněných tabulí - čtvercový - Tube ø33,7 mm;drzak-sklenenych-tabuli-ctvercovy-tube-337-mm;;;;2210201;;5;273,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Nerezový držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech i exteriérech s uchycením pro trubkový sloupek o ø33,7mm. <strong>Vyroben z nerez oceli 316</strong>.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí - čtvercový - Tube ø33,7 mm;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí - čtvercový - Tube ø33,7 mm;Držák skleněných tabulí - čtvercový - Tube ø33,7 mm;22;
4880;Držák skleněných tabulí - čtvercový - Tube ø42,4 mm;drzak-sklenenych-tabuli-ctvercovy-tube-424-mm;;;;2210202;;5;273,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Nerezový držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech i exteriérech s uchycením pro trubkový sloupek o ø42,4mm. <strong>Vyroben z nerez oceli 316</strong>.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí - čtvercový - Tube ø42,4 mm;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí - čtvercový - Tube ø42,4 mm;Držák skleněných tabulí - čtvercový - Tube ø42,4 mm;22;
4881;Držák skleněných tabulí - čtvercový - Tube ø48,3 mm;drzak-sklenenych-tabuli-ctvercovy-tube-483-mm;;;;2210203;;5;346,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Nerezový držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech i exteriérech s uchycením pro trubkový sloupek o ø48,3mm. <strong>Vyroben z nerez oceli 316</strong>.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí - čtvercový - Tube ø48,3 mm;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí - čtvercový - Tube ø48,3 mm;Držák skleněných tabulí - čtvercový - Tube ø48,3 mm;22;
4882;Držák skleněných tabulí - ovál - S - Flat;drzak-sklenenych-tabuli-oval-s-flat;;;;2210210;;5;336,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Nerezový držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech i exteriérech s uchycením pro rovné sloupky s možností fixace skla pomocí přídavných čepů (nejsou součástí balení). <strong>Vyroben z n&erez oceli 316</strong>.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí - ovál - S - Flat;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí - ovál - S - Flat;Držák skleněných tabulí - ovál - S - Flat;22;
4883;Držák skleněných tabulí - ovál - S - Tube ø33,7 mm;drzak-sklenenych-tabuli-oval-s-tube-337-mm;;;;2210211;;5;262,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;8;;2;years;;<p> 	Nerezový držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech i exteriérech s uchycením pro trubkový sloupek o ø33,7mm s možností fixace skla pomocí přídavných čepů (nejsou součástí balení). <stro&ng>Vyroben z nerez oceli 316</strong>.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí - ovál - S - Tube ø33,7 mm;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí - ovál - S - Tube ø33,7 mm;Držák skleněných tabulí - ovál - S - Tube ø33,7 mm;22;
4884;Držák skleněných tabulí - ovál - S - Tube ø42,4 mm;drzak-sklenenych-tabuli-oval-s-tube-424-mm;;;;2210212;;5;262,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Nerezový držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech i exteriérech s uchycením pro trubkový sloupek o ø42,4mm s možností fixace skla pomocí přídavných čepů (nejsou součástí balení). <stro&ng>Vyroben z nerez oceli 316</strong>.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí - ovál - S - Tube ø42,4 mm;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí - ovál - S - Tube ø42,4 mm;Držák skleněných tabulí - ovál - S - Tube ø42,4 mm;22;
4885;Držák skleněných tabulí - ovál - S - Tube ø48,3 mm;drzak-sklenenych-tabuli-oval-s-tube-483-mm;;;;2210213;;5;253,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Nerezový držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech i exteriérech s uchycením pro trubkový sloupek o ø48,3mm s možností fixace skla pomocí přídavných čepů (nejsou součástí balení). <stro&ng>Vyroben z nerez oceli 316</strong>.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí - ovál - S - Tube ø48,3 mm;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí - ovál - S - Tube ø48,3 mm;Držák skleněných tabulí - ovál - S - Tube ø48,3 mm;22;
4886;Držák skleněných tabulí - ovál - L - Flat;drzak-sklenenych-tabuli-oval-l-flat;;;;2210220;;5;392,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Nerezový držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech i exteriérech s uchycením pro rovné sloupky s možností fixace skla pomocí přídavných čepů (nejsou součástí balení). <strong>Vyroben z n&erez oceli 316</strong>.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí - ovál - L - Flat;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí - ovál - L - Flat;Držák skleněných tabulí - ovál - L - Flat;22;
4887;Držák skleněných tabulí - ovál - L - Tube ø33,7 mm;drzak-sklenenych-tabuli-oval-l-tube-337-mm;;;;2210221;;5;392,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;8;;2;years;;<p> 	Nerezový držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech i exteriérech s uchycením pro trubkový sloupek o ø33,7mm s možností fixace skla pomocí přídavných čepů (nejsou součástí balení). <stro&ng>Vyroben z nerez oceli 316</strong>.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí - ovál - L - Tube ø33,7 mm;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí - ovál - L - Tube ø33,7 mm;Držák skleněných tabulí - ovál - L - Tube ø33,7 mm;22;
4888;Držák skleněných tabulí - ovál - L - Tube ø42,4 mm;drzak-sklenenych-tabuli-oval-l-tube-424-mm;;;;2210222;;5;392,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;8;;2;years;;<p> 	Nerezový držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech i exteriérech s uchycením pro trubkový sloupek o ø42,4mm s možností fixace skla pomocí přídavných čepů (nejsou součástí balení). <stro&ng>Vyroben z nerez oceli 316</strong>.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí - ovál - L - Tube ø42,4 mm;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí - ovál - L - Tube ø42,4 mm;Držák skleněných tabulí - ovál - L - Tube ø42,4 mm;22;
4889;Držák skleněných tabulí - ovál - L - Tube ø48,3 mm;drzak-sklenenych-tabuli-oval-l-tube-483-mm;;;;2210223;;5;392,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;8;;2;years;;<p> 	Nerezový držák skleněných tabulí je určen pro balkóny, zábradlí a police v interiérech i exteriérech s uchycením pro trubkový sloupek o ø48,3mm s možností fixace skla pomocí přídavných čepů (nejsou součástí balení). <stro&ng>Vyroben z nerez oceli 316</strong>.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Držák skleněných tabulí - ovál - L - Tube ø48,3 mm;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Držák skleněných tabulí - ovál - L - Tube ø48,3 mm;Držák skleněných tabulí - ovál - L - Tube ø48,3 mm;22;
4890;Vymezovací podložka pro držák skla čtvercový;vymezovaci-podlozka-pro-drzak-skla-ctvercovy;;;;527a072d4b3dd;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p styletext-align: justify;> 	Vymezovací podložky pro držáky skleněných tabulí s kódem <strong>2210200, 2210201, 2210202, 2210203</strong> jsou určeny pro správné zajištění skla v držáku dle jeho tloušťky. Způsob objednávání &je znázorněn v přiložené tabulce a pro jeden držák je nutno objednat vždy 2 kusy udávající správnou tloušťku skla.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Vymezovací podložka pro držák skla čtvercový;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Vymezovací podložka pro držák skla čtvercový;Vymezovací podložka pro držák skla čtvercový;22,27;
4891;Vymezovací podložka pro držák skla ovál - S;vymezovaci-podlozka-pro-drzak-skla-oval-s;;;;527a0811e2472;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p styletext-align: justify;> 	Vymezovací podložky pro držáky skleněných tabulí &nbsp;jsou určeny pro správné zajištění skla v držáku dle jeho tloušťky. Způsob objednávání je znázorněn v přiložené tabulce a pro jeden drž�&�k je nutno objednat vždy 2 kusy udávající správnou tloušťku skla.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Vymezovací podložka pro držák skla ovál - S;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Vymezovací podložka pro držák skla ovál - S;Vymezovací podložka pro držák skla ovál - S;22,27;
4892;Vymezovací podložka pro držák skla ovál - L;vymezovaci-podlozka-pro-drzak-skla-oval-l;;;;527a08a727728;;5;0,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p styletext-align: justify;> 	Vymezovací podložky pro držáky skleněných tabulí &nbsp;jsou určeny pro správné zajištění skla v držáku dle jeho tloušťky. Způsob objednávání je znázorněn v přiložené tabulce a pro jeden drž�&�k je nutno objednat vždy 2 kusy udávající správnou tloušťku skla.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Vymezovací podložka pro držák skla ovál - L;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Vymezovací podložka pro držák skla ovál - L;Vymezovací podložka pro držák skla ovál - L;22,27;
4893;Zajišťovací kolík pro držák skla - ovál - S;zajistovaci-kolik-pro-drzak-skla-oval-s;;;;2210240;;5;5,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Zajišťovací kolík pro držák skla slouží k zajištění skla v držáku, kdy je nutno do skla vyvrtat otvor o ø6mm.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Zajišťovací kolík pro držák skla - ovál - S;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Zajišťovací kolík pro držák skla - ovál - S;Zajišťovací kolík pro držák skla - ovál - S;27;
4894;Zajišťovací kolík pro držák skla - ovál - L;zajistovaci-kolik-pro-drzak-skla-oval-l;;;;2210241;;5;7,00;0,00;0,00;0,00;1;NULL_VALUE;0,00;7;;2;years;;<p> 	Zajišťovací kolík pro držák skla slouží k zajištění skla v držáku, kdy je nutno do skla vyvrtat otvor o ø6mm.</p> ;0;0;0;1;NULL_VALUE;NULL_VALUE;3;Zajišťovací kolík pro držák skla - ovál - L;0;0;NULL_VALUE;0;NULL_VALUE;NULL_VALUE;0;0;0;NULL_VALUE;1;NULL_VALUE;Zajišťovací kolík pro držák skla - ovál - L;Zajišťovací kolík pro držák skla - ovál - L;27;
